nfacet,nx,time_obs,time_dist
2,2,0.19800000000032014,0.4900000000016007
2,3,0.2680000000000291,0.5729999999985012
2,4,0.29500000000007276,0.680000000000291
3,2,0.3330000000005384,0.7740000000012515
3,3,0.4679999999989377,1.0459999999984575
3,4,0.5760000000009313,1.2740000000012515
4,2,0.569999999999709,1.1849999999994907
4,3,0.7569999999996071,1.6759999999994761
4,4,0.988999999999578,2.105999999999767
